Gambar,EAR,MAR,Nose X,Nose Y
345,2.030872054205429,29.200670180235765,480,709
346,2.300042992135699,8.041006064431684,477,708
347,2.183126725235791,12.08716537891835,479,709
348,1.9173283364307623,8.280728246301813,475,708
349,2.4662860203781163,17.53712349688155,470,713
350,2.297594858688482,23.636256400802576,476,706
351,2.6037521844781333,10.51266239019876,475,709
352,2.3374658887597755,16.82718207150927,471,708
353,2.05336804447876,12.848521006859897,463,710
354,2.4056819850781856,9.122091828285281,465,712
355,2.289374956986982,10.714873338603947,467,708
356,2.2114109405093747,6.835864305413737,467,711
357,2.0199173469706424,5.6439006053733625,467,713
358,2.1082662628526805,12.684849001884535,469,710
359,2.2540268829780725,42.20362736332201,464,708
360,2.2742201678554768,8.357537094019603,460,709
361,2.231880798276241,16.58802646256746,459,707
362,2.098672598601547,8.836367578229549,459,708
363,2.2333219349366376,29.029824194549832,452,714
364,2.3722401229230985,19.40186243225,458,708
365,2.2571341438373507,15.212494440424928,461,704
366,2.1977990513290173,20.325406841695315,462,702
367,2.344927324458868,14.592929067842578,461,706
368,2.2888576920849886,17.840718172033547,466,703
369,2.1671532800632525,18.621272980867225,468,704
370,2.3677622873974147,8.99255384109363,464,705
371,1.9828511631915873,7.88365498435932,461,707
372,2.1078494649298043,7.004817475637868,460,709
373,2.0108235529385095,13.15293282498342,460,704
374,2.084861702412085,16.267260899803983,461,711
375,2.3496758707053615,15.961129204748874,454,708
376,2.0730220792355327,29.265295884842278,457,708
377,1.9929641939674863,19.491787749032543,458,705
378,2.1677384437480476,13.07020568331265,446,698
379,2.178127828035513,15.304312933330127,455,707
380,1.9535411961034734,7.539123480032897,450,704
381,1.9992486637870361,7.509314323515867,454,704
382,2.0324336774007183,19.570762230184336,460,703
383,2.177754698351201,7.866115038632247,456,704
384,2.2077993492968355,9.8843370771258,456,703
385,1.827029585810219,9.312629654154913,455,703
386,1.9901218401557998,9.172599536437207,451,711
387,2.1700535827433383,19.250285716387797,454,709
388,2.4036984145862426,28.445745117987173,457,704
389,2.10269533731233,12.513246336622398,450,715
390,2.280201979032937,9.040957607168208,457,708
391,2.446096020706814,8.225188953287873,456,704
392,2.3504538468849536,10.142034845891054,455,711
393,1.9931208846538184,15.05549739846622,453,705
394,2.359315230983267,11.570104063320573,455,712
395,2.6121782982352615,12.280940095353644,456,706
396,2.1131742577239807,10.775390104820113,453,715
397,2.3185736402431636,17.40142533395599,452,717
398,2.036415524523422,9.01120043686412,447,716
399,2.7036832501934525,25.242865589744024,449,721
400,2.0132506070465173,11.34196596828467,451,714
401,2.1546318840657865,8.53298405955689,450,715
402,2.3836280191433614,11.878049895053485,447,716
403,2.4592512578685572,10.045707403451344,445,719
404,2.2080474478125485,14.653393989397763,451,722
405,2.3520822629464613,9.786979845368265,449,718
406,2.2849846307835926,13.505951729006636,447,721
407,2.0830826176812174,8.14372398511505,443,716
408,2.12267739734847,6.675836244799987,438,725
409,2.009840392309103,7.229916535055956,444,721
410,2.4235209818448182,7.681282460463976,442,725
411,2.045915529170975,7.798654886653502,444,726
412,2.481369052202804,7.776224967157382,435,724
413,2.4604645665409652,9.96902162963957,436,724
414,2.538609936133297,10.439789071573006,439,726
415,2.238081016950078,7.689541826052629,435,727
416,2.5991467148227336,5.314945067296478,436,731
417,2.3474639361058776,15.327273343709921,443,734
418,2.695604187421203,6.110190356413315,440,734
419,3.066355992646197,7.058803090691415,433,737
420,2.482064296382441,8.840915074966937,435,733
421,2.1688755315212083,7.126602818658265,433,740
422,2.68721190535438,11.750968846482097,431,742
423,2.408767784568635,6.507460622932237,432,736
424,3.0190194667559815,3.6568930752998643,430,737
425,2.787288608256183,7.690446279631549,430,745
426,2.3444879705688226,4.197732203480118,435,744
427,1.927992606472772,5.359044287903645,430,748
428,2.540900629397676,6.067756733407677,425,756
429,2.3507231290206354,5.465956042517733,427,755
430,2.6378859178131826,4.227335191448011,414,755
431,2.915076430880645,5.4203249985686375,420,762
432,2.3389707714626895,4.235595104393176,422,766
433,2.910070176602413,4.896474348913497,421,768
434,2.347217403434703,4.61884878010846,413,771
435,2.0136908894979184,8.658978813417923,414,775
436,2.3448224373583884,6.3438312658121125,415,772
437,2.151429411745596,6.36335928235477,411,775
438,2.3543820554275516,5.987099488898826,406,775
439,2.0326973002449567,10.764510982899226,407,779
440,2.0241000651778633,4.498098230873289,404,778
441,1.6651618439532478,12.199625025905808,402,775
442,1.6990322306457888,10.636037144246357,400,768
443,1.6730836830742168,28.48210959728504,421,759
444,1.8196797691256705,10.179306713198285,409,765
445,2.021462184297743,4.310014731610272,399,765
446,1.9299355595442087,9.64260336441993,414,763
447,1.8412145229722097,23.67546388050067,412,756
448,1.9834280226356653,7.472994035693027,408,760
449,1.8531614543735375,12.677892221449163,423,750
450,1.9582607833706271,6.3237952681577685,420,755
451,1.8313929860846923,8.119023175848769,431,746
452,2.011872562382073,5.134574930118954,421,750
453,2.1035918740690396,8.349937726338371,431,744
454,1.6971782437813778,9.70087332673276,435,742
455,1.8795475604372833,10.26961431866157,439,739
456,1.971665544727374,6.27607277362854,443,732
457,2.041056711925345,9.672659784942375,443,731
458,1.8057042103293504,12.204407232867911,448,727
459,1.8453367920665102,7.1936850265399634,455,719
460,2.153018841501786,8.928115005611318,459,723
461,2.0989513289451334,14.681361585016743,453,728
462,1.9297630558319951,15.73214258187418,461,720
463,2.191688468745575,10.746071241734914,464,721
464,1.9613626594799214,16.06542194343979,465,718
465,2.2890625641951994,16.76569682493558,465,719
466,2.37182997859802,9.51724496505275,469,716
467,1.994569920721013,20.851233627574697,471,714
468,2.0177937164548836,12.580791717422573,479,709
469,2.271288306372348,58.85660373367191,479,707
470,2.0414371604684485,8.549356223021197,477,704
471,2.1638384780011344,10.946252346770866,482,705
472,1.994874963464433,44.87680711234186,482,699
473,2.143407523810246,17.77125700910723,481,696
474,2.22718508777602,87.09159584195177,491,700
475,2.271643773731613,15.466550238589473,492,693
476,2.132260114090413,16.709072976720694,490,694
477,2.282646824374649,12.652912241420662,492,691
478,1.960321843037344,10.319118124108675,490,688
479,1.8292688939460535,82.09232968880983,491,688
480,1.989754579038288,39.3863858875489,493,692
481,2.006785081191691,12.71932353651155,493,688
482,1.9859467508028221,8.817240758057324,493,688
483,2.2114987520484695,19.671969969997217,487,690
484,2.0018935935582802,8.88933862395408,490,691
485,2.1905882002416996,12.15470198715246,486,690
486,2.0732646216350807,11.043395398678905,488,689
487,2.2174276373164545,13.58792486188534,485,690
488,2.1320217531281553,9.970838525056497,493,687
489,2.465717658360508,9.841088619792169,491,689
490,2.0299531097798984,7.2640659874137485,489,684
491,2.027888661874525,22.96947413371821,488,688
492,2.2441439897813042,9.99799219992545,485,688
493,2.505000871229258,11.859847653743275,488,686
494,2.249603455399267,12.311961754677819,484,689
495,2.341265183196338,9.745310066145654,479,690
496,2.0460249906617993,14.185841044200714,479,692
497,1.9214099982699047,13.502822166275994,479,690
498,2.1296435828908677,7.792336715027552,479,694
499,2.0332002213109144,5.367737650422015,484,689
500,2.311592885441117,9.753124901641883,488,691
501,1.861591991707515,10.572099156701489,483,692
502,2.35761727057327,6.214953247824308,482,693
503,2.1614416800376093,6.049899176175719,478,689
504,2.0057281721446816,4.8446995561592034,488,687
505,2.101408870901202,3.9665132391859084,476,686
506,2.4368071119509622,4.711807601891524,483,691
507,2.409570316600095,5.323697319647205,483,691
508,2.2831190148764335,4.931432154127341,486,693
509,2.094523246374043,4.17712209609987,484,687
510,2.150482101704999,3.500950028005126,483,689
511,2.330390345362366,3.0836413362423754,484,686
512,1.9751847202568613,3.2368807751393454,481,690
513,1.803220195798605,3.0833318810001344,485,683
514,2.31184659743358,2.939042773234656,479,687
515,2.286111857673635,2.5963943128465616,480,688
516,1.9115797214895704,2.313637761932583,484,680
517,2.280037961593828,2.3074812599277634,477,683
518,2.7968916704976934,2.550793117533571,483,682
519,2.1706405483925284,2.216219321876345,479,682
520,2.336971067158575,2.0322214006462422,481,685
521,2.632032940408566,2.0896381281155314,474,684
522,2.4130488917273754,2.5397522528668945,480,682
523,2.419846232638114,2.123103646167334,482,680
524,2.4976504188044903,2.0877914673890907,486,679
525,3.3588248235280593,2.0895245786103236,481,684
526,2.135143005160861,1.8645847806405542,476,681
527,2.1391988920421925,1.9451942912570708,483,676
528,2.155411868904505,1.7951299392381155,479,681
529,2.28144824367887,1.8034768282955898,476,682
530,2.503538674228275,1.7981069603292712,481,680
531,2.2977736795491763,1.854716249278458,486,677
532,1.8874592283161127,1.8315228604322047,485,679
533,2.378520791167819,1.526288295905004,475,681
534,2.561945177497244,2.1273752617565385,486,678
535,2.0380609125445037,1.7157095021171815,473,681
536,2.5004627807021422,1.492888047575485,480,686
537,2.5384658562864217,1.6772384994626435,481,685
538,2.308652127316745,1.6727426145186728,487,677
539,2.4226501752587772,1.8244035772255331,486,683
540,2.394490924223051,1.9207605073930265,482,678
541,2.396702150500697,1.4800413402795365,480,683
542,2.7016291496320246,1.3903441687831761,474,683
543,2.496690714226657,1.6715779104217763,488,676
544,2.3651858921137077,1.512895287405641,477,687
544,1.687543702039072,2.5758062080189914,513,921
545,2.0572239798996295,1.3827016816499154,474,682
546,2.1805103052847947,1.394461540785387,478,685
547,2.7028391959914937,1.560322166884502,476,685
548,2.339556650228459,1.5435198586878272,475,688
549,2.3616008546852565,1.437587362009928,474,684
550,2.1358239511449515,1.7730070767032309,484,679
550,1.4950298123129362,2.468487316667116,501,927
551,2.2319154233020058,1.7931702811678323,475,684
551,1.9816931746953381,3.0622387490126246,483,921
552,1.9362101322476897,1.8294776772780659,479,685
552,1.7548147682710087,3.4183150432690725,500,930
553,1.8260421401045552,1.8049172825587643,486,690
553,1.9806928343508736,3.480589350515744,486,936
554,1.8956984393823362,1.9504829439343703,477,689
555,2.19262571093641,1.8231673079102817,468,695
556,2.0425157642674283,1.6997722730775982,473,693
557,1.6874850953142648,1.593610523385455,482,688
558,2.1115347783681164,1.7681807765988795,476,692
559,1.9874574433743923,1.62315883034023,470,698
560,2.317744164262341,2.057118045279477,473,687
561,1.783241228087812,1.7898207447491514,473,689
561,1.5077578363243482,3.54099912891416,504,941
562,1.9746601503942003,2.039053722978803,470,700
563,2.131188495762093,1.7135714915410927,467,691
564,2.161000949823064,2.187426964994124,474,693
564,1.7712435832714806,2.8740323449161105,492,934
565,2.7848454935429836,1.9631966840040915,468,699
566,1.8994295445363354,1.6273331571449727,469,700
567,3.1185742528537013,1.7246608561558932,467,694
567,1.5810383061620819,3.8752199614262044,503,948
568,2.97094009711927,1.8046952351906003,461,696
569,2.4994525499969638,2.0922942492207572,469,695
570,2.0031737168080936,1.9483979967587206,476,704
571,2.3605805859717446,1.8337808374815214,467,700
572,2.0481432117360505,1.7757627829181148,460,699
572,1.5294158701140055,3.2494214214330293,483,939
573,2.9707407930578307,1.83869735394904,469,704
573,1.6923500734060481,2.081485800236867,485,940
574,1.730708193643395,2.0754703209144902,460,700
575,2.4849013413743237,1.7508715660160965,463,702
575,1.4538598723061078,2.542010042129045,497,941
576,2.281703989360863,1.9743932688794887,465,702
577,2.3445035190108703,1.9307007316138198,468,697
578,2.336528804603034,2.0340323936655524,463,702
579,2.519163330273543,1.9160650775172143,470,699
579,1.7262362720477622,4.525158825878623,503,944
580,2.092448685230178,1.564063284963728,458,701
581,2.0222830474442377,1.6278929578570613,469,697
582,2.0891517801057224,1.7452928253392141,471,696
583,2.1213020774748244,2.49303475025029,469,698
584,1.9546649412974377,1.8597460805593475,467,701
585,1.960321553050528,1.9891873351247351,465,704
586,1.9435864997168353,1.7377708621059693,467,708
587,2.0081066101627436,1.5964430757152768,470,701
588,1.9402353750752899,1.5810648571285904,461,700
589,2.245290684869577,1.726054265179859,462,702
590,2.030917668581883,1.677724211154093,463,696
590,1.9484186071269942,4.5458265868679275,504,954
591,2.1705804923699343,1.6729104763033962,468,698
592,1.9846298248313254,1.930723777273034,469,696
593,2.0749559871969843,1.5350267459131952,467,696
594,2.074010648461966,1.7075919370169037,467,693
594,1.4864114621635278,4.533929532892425,504,940
595,1.911271494119739,1.8523049705763517,461,694
596,2.099511608581377,1.5753270585322658,461,691
596,1.5811526956759994,3.5090342211964898,492,930
597,1.9839220211078912,1.8156740601028882,470,690
597,1.5408187062755054,3.062373839710454,499,931
598,2.120976382059183,1.638307078414889,467,697
599,2.1036880393431705,1.46842038273263,468,698
599,1.8342871021673228,3.778230393643743,494,924
600,1.9804686540774459,1.6402419601840905,463,693
600,1.9569098614572646,3.1283367780035793,490,915
601,2.2085337639598266,1.703471279141436,470,692
601,1.9054689068240738,2.4944092828340843,500,901
602,1.954327727318418,1.7159224204943915,464,688
602,1.6947728826507165,2.9081252045786288,481,894
603,1.9387471341650204,1.8160678647729842,469,692
603,2.0925995466707805,2.692960759404905,485,892
604,2.1915799915908405,1.871053769632069,467,688
604,2.8594133043920222,2.6677495635527984,487,892
605,2.3725432625421847,1.9739732668506496,466,685
605,1.9249821547085206,2.594927279660037,478,883
606,2.0390618506502785,2.093212703099703,468,687
606,2.4361997856298787,3.1386259786486064,475,875
607,1.993156177714963,2.3564985210204124,465,689
607,2.4297714786572273,3.5164844315748907,489,869
608,2.1671190675074543,2.4258549271209113,464,684
608,2.4712110203718702,4.005372758692853,481,853
609,2.358405386915533,3.1472843751597415,464,684
610,2.216955790252312,3.166156364054225,464,689
611,2.1693335185883234,3.575793552234591,462,682
612,2.3485510997438324,5.092907303375869,464,688
613,2.4826311646071693,4.300605537655302,469,680
